Geom,INTERSECTION,URL,Sub_URL
"{""coordinates"": [-123.178076880839, 49.2578171589135], ""type"": ""Point""}",BLENHEIM ST AND W 16TH AV,https://app.vancouver.ca/vanmapmtc_net/#050690,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0050690.htm
"{""coordinates"": [-123.178076880839, 49.2578171589135], ""type"": ""Point""}",BLENHEIM ST AND W 16TH AV,https://app.vancouver.ca/vanmapmtc_net/#050690,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0050690.htm
"{""coordinates"": [-123.178659121451, 49.242346200418], ""type"": ""Point""}",BLENHEIM ST AND W 33RD AV,https://app.vancouver.ca/vanmapmtc_net/#050730,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0050730.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0050830.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0050830.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0050830.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0050830.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0050830.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0050830.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0050830.htm
"{""coordinates"": [-123.178731666949, 49.2301481182812], ""type"": ""Point""}",BLENHEIM ST AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#050830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1990/0050830.htm
"{""coordinates"": [-123.175910539276, 49.2642049121412], ""type"": ""Point""}",TRUTCH ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#053650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0053650.htm
"{""coordinates"": [-123.172087664044, 49.2500088670429], ""type"": ""Point""}",QUESNEL DRIVE AND W KING EDWARD AV,https://app.vancouver.ca/vanmapmtc_net/#060710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0060710.htm
"{""coordinates"": [-123.172087664044, 49.2500088670429], ""type"": ""Point""}",QUESNEL DRIVE AND W KING EDWARD AV,https://app.vancouver.ca/vanmapmtc_net/#060710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0060710.htm
"{""coordinates"": [-123.172073758969, 49.2632635246533], ""type"": ""Point""}",CARNARVON ST AND W 10TH AV,https://app.vancouver.ca/vanmapmtc_net/#061670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0061670.htm
"{""coordinates"": [-123.168207540347, 49.2714216378512], ""type"": ""Point""}",MACDONALD ST AND POINT GREY ROAD,https://app.vancouver.ca/vanmapmtc_net/#070630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0070630.htm
"{""coordinates"": [-123.168207540347, 49.2714216378512], ""type"": ""Point""}",MACDONALD ST AND POINT GREY ROAD,https://app.vancouver.ca/vanmapmtc_net/#070630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0070630.htm
"{""coordinates"": [-123.168207540347, 49.2714216378512], ""type"": ""Point""}",MACDONALD ST AND POINT GREY ROAD,https://app.vancouver.ca/vanmapmtc_net/#070630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0070630.htm
"{""coordinates"": [-123.168207540347, 49.2714216378512], ""type"": ""Point""}",MACDONALD ST AND POINT GREY ROAD,https://app.vancouver.ca/vanmapmtc_net/#070630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0070630.htm
"{""coordinates"": [-123.168312499747, 49.268368020565], ""type"": ""Point""}",MACDONALD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/#070640,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0070640.htm
"{""coordinates"": [-123.168312499747, 49.268368020565], ""type"": ""Point""}",MACDONALD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/#070640,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0070640.htm
"{""coordinates"": [-123.168312499747, 49.268368020565], ""type"": ""Point""}",MACDONALD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/#070640,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0070640.htm
"{""coordinates"": [-123.168312499747, 49.268368020565], ""type"": ""Point""}",MACDONALD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/#070640,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0070640.htm
"{""coordinates"": [-123.168312499747, 49.268368020565], ""type"": ""Point""}",MACDONALD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/#070640,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0070640.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0070650.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0070650.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0070650.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0070650.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0070650.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0070650.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0070650.htm
"{""coordinates"": [-123.168174244326, 49.264070415283], ""type"": ""Point""}",MACDONALD ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#070650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0070650.htm
"{""coordinates"": [-123.168128771331, 49.2622783764467], ""type"": ""Point""}",MACDONALD ST AND KITSILANO DIVERSION,https://app.vancouver.ca/vanmapmtc_net/#070670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0070670.htm
"{""coordinates"": [-123.168128771331, 49.2622783764467], ""type"": ""Point""}",MACDONALD ST AND KITSILANO DIVERSION,https://app.vancouver.ca/vanmapmtc_net/#070670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0070670.htm
"{""coordinates"": [-123.168128771331, 49.2622783764467], ""type"": ""Point""}",MACDONALD ST AND KITSILANO DIVERSION,https://app.vancouver.ca/vanmapmtc_net/#070670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0070670.htm
"{""coordinates"": [-123.168128771331, 49.2622783764467], ""type"": ""Point""}",MACDONALD ST AND KITSILANO DIVERSION,https://app.vancouver.ca/vanmapmtc_net/#070670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0070670.htm
"{""coordinates"": [-123.167880280354, 49.248088207863], ""type"": ""Point""}",MACDONALD ST AND PUGET DRIVE,https://app.vancouver.ca/vanmapmtc_net/#070710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0070710.htm
"{""coordinates"": [-123.167880280354, 49.248088207863], ""type"": ""Point""}",MACDONALD ST AND PUGET DRIVE,https://app.vancouver.ca/vanmapmtc_net/#070710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0070710.htm
"{""coordinates"": [-123.167880280354, 49.248088207863], ""type"": ""Point""}",MACDONALD ST AND PUGET DRIVE,https://app.vancouver.ca/vanmapmtc_net/#070710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0070710.htm
"{""coordinates"": [-123.164773308034, 49.2611888692219], ""type"": ""Point""}",TRAFALGAR ST AND W 12TH AV,https://app.vancouver.ca/vanmapmtc_net/#073670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0073670.htm
"{""coordinates"": [-123.152927548017, 49.263828567233], ""type"": ""Point""}",ARBUTUS ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#090650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0090650.htm
"{""coordinates"": [-123.152927548017, 49.263828567233], ""type"": ""Point""}",ARBUTUS ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#090650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0090650.htm
"{""coordinates"": [-123.152927548017, 49.263828567233], ""type"": ""Point""}",ARBUTUS ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#090650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0090650.htm
"{""coordinates"": [-123.152927548017, 49.263828567233], ""type"": ""Point""}",ARBUTUS ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#090650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0090650.htm
"{""coordinates"": [-123.152927548017, 49.263828567233], ""type"": ""Point""}",ARBUTUS ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#090650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0090650.htm
"{""coordinates"": [-123.152927548017, 49.263828567233], ""type"": ""Point""}",ARBUTUS ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#090650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0090650.htm
"{""coordinates"": [-123.153343461514, 49.2452031912037], ""type"": ""Point""}",ARBUTUS ST AND VALLEY DRIVE,https://app.vancouver.ca/vanmapmtc_net/#090722,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0090722.htm
"{""coordinates"": [-123.153459634247, 49.242100198941], ""type"": ""Point""}",ARBUTUS ST AND W 33RD AV,https://app.vancouver.ca/vanmapmtc_net/#090730,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0090730.htm
"{""coordinates"": [-123.153459634247, 49.242100198941], ""type"": ""Point""}",ARBUTUS ST AND W 33RD AV,https://app.vancouver.ca/vanmapmtc_net/#090730,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0090730.htm
"{""coordinates"": [-123.153459634247, 49.242100198941], ""type"": ""Point""}",ARBUTUS ST AND W 33RD AV,https://app.vancouver.ca/vanmapmtc_net/#090730,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0090730.htm
"{""coordinates"": [-123.153459634247, 49.242100198941], ""type"": ""Point""}",ARBUTUS ST AND W 33RD AV,https://app.vancouver.ca/vanmapmtc_net/#090730,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0090730.htm
"{""coordinates"": [-123.153459634247, 49.242100198941], ""type"": ""Point""}",ARBUTUS ST AND W 33RD AV,https://app.vancouver.ca/vanmapmtc_net/#090730,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0090730.htm
"{""coordinates"": [-123.15515213722, 49.2271583096935], ""type"": ""Point""}",WEST BOULEVARD AND W 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#090790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0090790.htm
"{""coordinates"": [-123.15515213722, 49.2271583096935], ""type"": ""Point""}",WEST BOULEVARD AND W 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#090790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0090790.htm
"{""coordinates"": [-123.15515213722, 49.2271583096935], ""type"": ""Point""}",WEST BOULEVARD AND W 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#090790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0090790.htm
"{""coordinates"": [-123.15515213722, 49.2271583096935], ""type"": ""Point""}",WEST BOULEVARD AND W 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#090790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0090790.htm
"{""coordinates"": [-123.148484634082, 49.2132769185798], ""type"": ""Point""}",ANGUS DRIVE AND W 64TH AV,https://app.vancouver.ca/vanmapmtc_net/#090823,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0090823.htm
"{""coordinates"": [-123.148239503921, 49.2090182809583], ""type"": ""Point""}",ANGUS DRIVE AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#090830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0090830.htm
"{""coordinates"": [-123.148239503921, 49.2090182809583], ""type"": ""Point""}",ANGUS DRIVE AND SW MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/#090830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0090830.htm
"{""coordinates"": [-123.147802735762, 49.2724628093381], ""type"": ""Point""}",CYPRESS ST AND CORNWALL AV,https://app.vancouver.ca/vanmapmtc_net/#097630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0097630.htm
"{""coordinates"": [-123.147802735762, 49.2724628093381], ""type"": ""Point""}",CYPRESS ST AND CORNWALL AV,https://app.vancouver.ca/vanmapmtc_net/#097630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0097630.htm
"{""coordinates"": [-123.147802735762, 49.2724628093381], ""type"": ""Point""}",CYPRESS ST AND CORNWALL AV,https://app.vancouver.ca/vanmapmtc_net/#097630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0097630.htm
"{""coordinates"": [-123.147802735762, 49.2724628093381], ""type"": ""Point""}",CYPRESS ST AND CORNWALL AV,https://app.vancouver.ca/vanmapmtc_net/#097630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0097630.htm
"{""coordinates"": [-123.147966636751, 49.2680536328042], ""type"": ""Point""}",CYPRESS ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/#097640,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0097640.htm
"{""coordinates"": [-123.14936502531, 49.2307628899848], ""type"": ""Point""}",CYPRESS ST AND W 45TH AV,https://app.vancouver.ca/vanmapmtc_net/#097758,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0097758.htm
"{""coordinates"": [-123.13374007094, 49.2925946723086], ""type"": ""Point""}",DENMAN ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/#110600,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0110600.htm
"{""coordinates"": [-123.13374007094, 49.2925946723086], ""type"": ""Point""}",DENMAN ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/#110600,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0110600.htm
"{""coordinates"": [-123.13374007094, 49.2925946723086], ""type"": ""Point""}",DENMAN ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/#110600,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0110600.htm
"{""coordinates"": [-123.13374007094, 49.2925946723086], ""type"": ""Point""}",DENMAN ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/#110600,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0110600.htm
"{""coordinates"": [-123.13374007094, 49.2925946723086], ""type"": ""Point""}",DENMAN ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/#110600,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0110600.htm
"{""coordinates"": [-123.134371606614, 49.292180403978], ""type"": ""Point""}",DENMAN ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/#110601,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0110601.htm
"{""coordinates"": [-123.134371606614, 49.292180403978], ""type"": ""Point""}",DENMAN ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/#110601,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0110601.htm
"{""coordinates"": [-123.134371606614, 49.292180403978], ""type"": ""Point""}",DENMAN ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/#110601,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0110601.htm
"{""coordinates"": [-123.138621291478, 49.289365435885], ""type"": ""Point""}",DENMAN ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/#110606,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0110606.htm
"{""coordinates"": [-123.138621291478, 49.289365435885], ""type"": ""Point""}",DENMAN ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/#110606,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0110606.htm
"{""coordinates"": [-123.141809607965, 49.2872536194767], ""type"": ""Point""}",DENMAN ST AND DAVIE ST,https://app.vancouver.ca/vanmapmtc_net/#110612,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0110612.htm
